ID,Label,Num_Stress,Stress_ID,Block,Position,Base_Soil,MP,Drought,Herbicide,Antibiotic,Seed_1_Emergence_Date,Seed_2_Emergence_Date,June_11_Height_cm,June_18_Height_cm,June_25_Height_cm,Jul_2_Height_cm,July_9_Height_cm,July_15_Height_cm,Shoot_Biomass,Root_Biomass,File.Name,Region.of.Interest,Median.Number.of.Roots,Maximum.Number.of.Roots,Number.of.Root.Tips,Total.Root.Length.mm,Depth.mm,Maximum.Width.mm,Width-to-Depth.Ratio,Network.Area.mm2,Convex.Area.mm2,Solidity,Lower.Root.Area.mm2,Average.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Holes,Computation.Time.s,Average.Root.Orientation.deg,Shallow.Angle.Frequency,Medium.Angle.Frequency,Steep.Angle.Frequency,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,TOC_Batch,Broken_Tube_TOC,Date_of_TOC,TOC_Sample_ID,NPOC,NPOC_Unit,Vial,Date_Time
93,xDHx_5,2,Drought_Herbicide,6,5,Untreated,Absence,Presence,Presence,Absence,June_7,June_8,7,17.7,20.5,22.8,22.7,22.7,124.4,93,MO_093.jpg,roi_1,35,75,1422,18665.59408,281.432,204.681667,0.727286,4915.042141,54277.54557,0.090554,4826.780669,0.337427,5.521539,32362.23189,2459.552621,19485.12757,3978,6.171,45.836921,0.325655,0.324837,0.349509,10513.70426,8151.889813,2341.841493,3859.56494,7357.159804,12127.96776,424.48415,2035.06847,2,N,Mar_5,93_EX2,0.2938,mg/L,31,3/6/26 0:41
94,xDHx_6,2,Drought_Herbicide,14,3,Untreated,Absence,Presence,Presence,Absence,June_7,June_7,10.2,24.5,28.8,32.3,33.2,33.4,227.3,136.6,MO_094.jpg,roi_1,49,93,2005,27474.36152,281.432,205.570667,0.730445,7370.297087,54669.32077,0.134816,7121.960666,0.360682,5.546798,45354.03955,4157.183399,30629.08248,7345,8.18,45.096356,0.340814,0.313466,0.34572,13764.75743,13709.60409,3070.657487,6676.403092,9647.074336,20982.00815,559.271879,3597.91152,1,N,Mar_2,94_EX2,0.5959,mg/L,18,3/2/26 14:38
95,xDHx_7,2,Drought_Herbicide,12,9,Untreated,Absence,Presence,Presence,Absence,June_6,June_7,8.6,19.9,27.7,28.7,28.6,28.6,183.1,145.9,MO_095.jpg,roi_1,31,93,1286,16418.41665,281.432,206.756,0.734657,4483.512538,56587.01765,0.079232,4274.763852,0.382032,7.689766,28049.37213,3721.838275,19400.46632,3568,5.69,47.090094,0.317742,0.30497,0.377288,9153.525055,7264.89159,2042.563292,4131.956164,6417.026314,12983.44,370.81101,3351.027265,3,N,Mar_9,95_EX2,1.085,mg/L,43,3/9/26 23:00
96,xDHx_8,2,Drought_Herbicide,1,7,Untreated,Absence,Presence,Presence,Absence,June_6,NA,10.3,26.1,34.8,34.1,34.1,34.5,195.8,120.5,MO_096.jpg,roi_1,43,73,1847,20526.7107,279.696333,206.756,0.739216,5407.593127,55113.67651,0.098117,5363.202535,0.351958,5.878086,35923.26283,3338.653296,22365.0503,4523,6.814,48.192364,0.295863,0.315893,0.388244,12023.54629,8503.164403,2666.231907,4451.961643,8376.39984,13988.65046,482.542789,2856.110507,2,N,Mar_5,96_EX2,0.3386,mg/L,32,3/6/26 0:55
97,xDHx_9,2,Drought_Herbicide,3,7,Untreated,Absence,Presence,Presence,Absence,June_7,June_8,11.4,27.2,26.4,27.8,29.9,29.4,225.5,97.9,MO_097.jpg,roi_1,25,59,945,11723.51928,276.775333,203.835,0.736464,3199.873529,48535.57049,0.065928,3148.000872,0.382069,6.741508,20368.24064,2780.532053,13842.52227,2280,4.796,49.26361,0.282184,0.317435,0.400381,6794.045257,4929.474026,1493.003946,2912.525234,4690.473926,9152.048343,267.257409,2513.274644,3,N,Mar_9,97_EX2,1.258,mg/L,44,3/9/26 23:16
98,xDHx_10,2,Drought_Herbicide,16,10,Untreated,Absence,Presence,Presence,Absence,June_7,June_7,12.9,24.1,25.7,26.8,25.9,28.1,209.7,199.5,MO_098.jpg,roi_1,40,83,1844,21411.40381,276.775333,205.570667,0.742735,5904.774929,52457.90315,0.112562,5651.354289,0.379477,6.961227,35888.69368,4783.636183,25265.84651,5113,7.036,46.089855,0.325023,0.317652,0.357324,11485.44134,9925.962472,2489.510518,5551.586667,7821.123499,17444.72301,443.001188,4340.634995,3,N,Mar_9,98_EX2,3.212,mg/L,45,3/9/26 23:30
99,xDHx_11,2,Drought_Herbicide,6,7,Untreated,Absence,Presence,Presence,Absence,June_7,June_7,11.9,21.7,24.1,25.6,26.2,26.4,150.3,109.8,MO_099.jpg,roi_1,18,62,1003,10389.85724,279.696333,205.570667,0.734978,2717.620013,52551.22196,0.051714,2673.758093,0.358636,6.512732,18162.61734,2543.141278,11637.60923,2022,4.918,47.823935,0.296536,0.327634,0.37583,6052.760464,4337.096775,1302.282738,2401.626748,4091.257807,7546.351427,229.608928,2313.53235,2,N,Mar_5,99_EX2,0.2362,mg/L,33,3/6/26 1:07
100,ADxx_1,2,Antibiotic_Drought,7,10,AB,Absence,Presence,Absence,Presence,June_7,June_7,14.2,28,30.7,31.8,31.7,31.5,244.5,234.6,MO_100.jpg,roi_1,33,80,1555,17428.47391,274.997333,205.570667,0.747537,4482.448024,53335.29745,0.084043,4463.188206,0.349988,9.513233,30520.12325,4524.898995,19078.36897,3708,5.596,47.980974,0.297131,0.319006,0.383863,10609.58761,6818.886305,2297.922914,3774.044839,7219.302156,11859.06682,406.846086,4118.052909,3,N,Mar_9,100_EX2,0.3098,mg/L,46,3/9/26 23:46
101,ADxx_2,2,Antibiotic_Drought,13,3,AB,Absence,Presence,Absence,Presence,June_7,June_7,14.7,31.3,33.3,34.1,33.9,36.4,261.2,169,MO_101.jpg,roi_1,53,88,1902,29975.27713,279.061333,205.570667,0.73665,7377.680585,50710.63514,0.145486,7120.080742,0.358432,4.915044,47035.89946,5146.253844,33066.23149,10200,8.509,46.396405,0.317469,0.32305,0.359482,17463.31992,12511.95721,3623.991302,6898.548051,11385.54326,21680.68823,620.475521,4525.778324,3,N,Mar_9,101_EX2,5.23,mg/L,47,3/9/26 23:59
102,ADxx_3,2,Antibiotic_Drought,18,5,AB,Absence,Presence,Absence,Presence,June_7,June_7,12.7,22.9,22.7,23.7,23.5,28.5,216.1,164.2,MO_102.jpg,roi_1,45,89,1695,22053.33586,279.061333,205.570667,0.73665,5707.619409,56583.06067,0.100872,5112.21379,0.358547,7.552438,37697.35697,4398.763448,24447.42158,5674,7.342,47.640588,0.30629,0.311649,0.382061,12939.49943,9113.836431,2786.566417,4994.056124,8754.418683,15693.0029,492.118178,3906.64527,1,N,Mar_2,102_EX2,1.135,mg/L,19,3/2/26 14:54
103,ADxx_4,2,Antibiotic_Drought,15,10,AB,Absence,Presence,Absence,Presence,June_6,June_8,9,27.4,30,30.6,30.4,30,169.7,159.5,MO_103.jpg,roi_1,38,87,1557,19209.3501,279.061333,205.570667,0.73665,4945.276848,54876.25674,0.090117,4855.198175,0.373662,8.29258,32918.57695,4951.615938,22299.7991,4605,6.673,49.85372,0.271195,0.314377,0.414428,11777.10762,7432.242477,2456.42252,4640.281875,7717.501901,14582.2972,422.944184,4528.671755,2,N,Mar_5,103_EX2,1.421,mg/L,34,3/6/26 1:22
104,ADxx_5,2,Antibiotic_Drought,4,2,AB,Absence,Presence,Absence,Presence,June_7,June_7,10.2,10.6,10.2,13.2,17.6,27.3,148.3,30.8,MO_104.jpg,roi_1,9,55,303,4280.346489,245.999,193.421,0.786267,1153.519198,33274.81428,0.034666,1122.771948,0.338826,4.218066,7764.893189,654.232944,4502.789222,647,3.372,48.363734,0.290585,0.325612,0.383803,2600.764993,1679.581495,562.48356,870.638171,1767.094221,2735.695001,99.446553,554.786391,3,N,Mar_9,104_EX2,0.8291,mg/L,48,3/10/26 0:15
105,ADxx_6,2,Antibiotic_Drought,1,6,AB,Absence,Presence,Absence,Presence,June_6,June_7,16,27.8,33.8,33.3,32.8,33.3,266.7,206.7,MO_105.jpg,roi_1,33,75,1215,17190.86302,275.039667,203.242333,0.738956,4479.958782,51774.32029,0.086529,4373.804872,0.360976,8.864159,29825.77523,4561.686009,19315.04857,3483,5.541,46.635025,0.311001,0.330594,0.358405,10667.4473,6523.415719,2281.598987,3865.578951,7167.906148,12147.14242,400.258531,4161.427478,3,Y,NA,,,,,
106,ADxx_7,2,Antibiotic_Drought,4,4,AB,Absence,Presence,Absence,Presence,June_7,June_7,18.9,35.4,36.1,35.5,35.3,38,167.1,225.1,MO_106.jpg,roi_1,66,122,2265,37275.183,280.416,205.147333,0.731582,8579.352017,55333.92249,0.155047,8546.407638,0.331903,12.238068,58898.67866,6945.457545,38125.77947,12645,9.441,46.13314,0.325983,0.310547,0.36347,23127.87191,14147.31109,4811.795928,7320.513111,15117.03682,23008.74265,823.079887,6122.377658,2,N,Mar_5,106_EX2,1.996,mg/L,37,3/6/26 2:09
107,ADxx_8,2,Antibiotic_Drought,18,3,AB,Absence,Presence,Absence,Presence,June_6,June_7,11.2,20.8,23.7,23.6,23.5,28.9,203.8,181.4,MO_107.jpg,roi_1,50,88,1765,27236.87772,280.754667,205.020333,0.730247,7251.137827,53791.2365,0.134801,7251.137827,0.371473,9.819144,43912.90803,5025.490818,31229.06414,8112,8.162,45.568037,0.326993,0.32539,0.347617,13889.85844,13347.01927,3010.339705,6928.281502,9457.381826,21771.68232,534.843991,4490.646827,2,N,Mar_5,107_EX2,0.5671,mg/L,38,3/6/26 2:24
108,ADxx_9,2,Antibiotic_Drought,1,8,AB,Absence,Presence,Absence,Presence,June_7,June_11,12.6,26.2,27,29.4,29.4,29.5,231.1,121.7,MO_108.jpg,roi_1,42,94,1528,24376.05937,281.94,206.205667,0.731381,6475.53902,57202.77359,0.113203,6307.514267,0.372135,6.519883,39212.01279,4059.504501,27932.44768,7245,6.832,47.851645,0.301677,0.307462,0.390861,12558.74607,11817.3133,2667.911071,6221.690143,8381.546848,19550.90083,466.995815,3592.508686,3,N,Mar_9,108_EX2,0.8427,mg/L,49,3/10/26 0:30
109,ADxx_10,2,Antibiotic_Drought,14,1,AB,Absence,Presence,Absence,Presence,June_7,NA,11.1,25.1,35,34.6,34.3,35.4,316.1,189.3,MO_109.jpg,roi_1,46,86,1954,24464.25597,280.162,206.205667,0.736023,6607.965279,54441.60438,0.121377,6475.990632,0.374375,6.05411,40202.70396,4746.470073,28450.2947,7055,7.791,46.236499,0.321982,0.318813,0.359205,12424.9927,12039.26327,2748.645017,6305.700838,8635.343021,19814.95168,497.175141,4249.294932,1,N,Mar_2,109_EX2,0.4772,mg/L,20,3/2/26 15:10
110,ADxx_11,2,Antibiotic_Drought,2,2,AB,Absence,Presence,Absence,Presence,June_7,NA,12.2,26.3,29.8,32,32.4,32.6,221.5,157.9,MO_110.jpg,roi_1,43,87,1647,22952.57675,279.230667,205.020333,0.734233,5778.355827,54153.66141,0.106703,5702.338058,0.343153,6.455244,38164.03078,3624.633981,24395.74865,6435,6.867,47.054346,0.308252,0.32026,0.371488,13434.63902,9517.937722,2902.433099,4861.410472,9118.472102,15277.27655,513.747828,3110.886153,2,N,Mar_5,110_EX2,0.4647,mg/L,39,3/6/26 2:39
111,AxHx_1,2,Antibiotic_Herbicide,16,7,AB,Absence,Absence,Presence,Presence,June_7,NA,11.6,27.2,35.7,35.2,35.6,35.7,310.4,118.3,MO_111.jpg,roi_1,48,148,2163,26020.5475,283.083,205.020333,0.724241,7208.981998,58017.10977,0.124256,6978.842673,0.388005,6.028005,42962.13077,4820.684778,31100.25302,7455,8.482,45.634436,0.329175,0.321048,0.349777,12492.66021,13527.88729,2730.057847,7168.046683,8576.914098,22523.33892,491.229307,4329.45547,3,N,Mar_9,111_EX2,0.3112,mg/L,50,3/10/26 0:46
112,AxHx_2,2,Antibiotic_Herbicide,16,8,AB,Absence,Absence,Presence,Presence,June_6,NA,10.9,17.3,28,28,27.8,30.5,234.1,127.1,MO_112.jpg,roi_1,30,64,1290,15749.94962,280.754667,203.835,0.726025,3996.015305,47013.94719,0.084996,3901.646319,0.366442,7.377183,25964.26418,3923.854733,17935.26489,4291,5.62,47.192584,0.306108,0.324329,0.369563,9549.293839,6200.655781,2018.309079,3689.585238,6340.80052,11594.46437,350.999483,3572.85525,3,N,Mar_9,112_EX2,4.734,mg/L,51,3/10/26 1:03
113,AxHx_3,2,Antibiotic_Herbicide,12,5,AB,Absence,Absence,Presence,Presence,June_7,NA,9.7,28,24,27.9,27.7,27.6,180.9,105.6,MO_113.jpg,roi_1,36,90,1567,19585.91735,281.347333,204.978,0.728559,4992.031235,56624.34912,0.088161,4829.450915,0.334789,6.439678,33963.78299,2771.050487,20251.61549,4517,6.732,44.349391,0.355546,0.303685,0.340769,11825.42514,7760.492203,2530.318169,3915.282546,7949.276743,12302.33874,444.871686,2326.178801,2,N,Mar_5,113_EX2,0.299,mg/L,40,3/6/26 2:50
114,AxHx_4,2,Antibiotic_Herbicide,7,2,AB,Absence,Absence,Presence,Presence,unknown,unknown,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,
115,AxHx_5,2,Antibiotic_Herbicide,4,1,AB,Absence,Absence,Presence,Presence,June_7,June_7,8.8,21.3,30.9,32.2,32,32,211.3,98.4,MO_115.jpg,roi_1,32,74,1207,15512.50405,277.241,204.978,0.73935,3839.275476,47005.36836,0.081677,3767.384938,0.331815,6.59857,26280.50218,2458.273205,15936.02398,3640,5.349,49.03958,0.282159,0.312127,0.405714,9765.820949,5746.683097,1995.024403,3076.750921,6267.585857,9668.438127,337.953163,2120.320042,2,N,Mar_5,115_EX2,3.199,mg/L,41,3/6/26 3:06
116,AxHx_6,2,Antibiotic_Herbicide,5,7,AB,Absence,Absence,Presence,Presence,June_7,NA,8.8,17.1,20.2,24.2,23.7,24.7,132.4,50.9,MO_116.jpg,roi_1,19,71,742,9824.042792,280.754667,204.427667,0.728136,2574.161518,50811.33028,0.050661,2434.921653,0.347682,6.626215,17212.355,1670.058568,10579.98392,1741,4.45,46.930766,0.312889,0.308689,0.378422,6068.618659,3755.424133,1276.176869,2091.125538,4009.253054,6570.730861,220.535896,1449.522672,1,N,Mar_2,116_EX2,1.195,mg/L,21,3/2/26 15:23
117,AxHx_7,2,Antibiotic_Herbicide,3,8,AB,Absence,Absence,Presence,Presence,June_7,June_7,9.9,22.5,23.3,28,27.7,28.5,170.9,89.5,MO_117.jpg,roi_1,36,76,1437,20930.91866,282.532667,205.570667,0.7276,5258.270845,58059.76739,0.090567,5161.99326,0.343842,5.384827,35209.84182,3276.957549,22182.80516,5353,6.678,45.781472,0.330252,0.311097,0.358651,12323.47416,8607.444506,2544.283108,4514.867314,7993.563447,14189.24171,434.755667,2842.201882,2,N,Mar_5,117_EX2,0.5168,mg/L,42,3/6/26 3:18
118,AxHx_8,2,Antibiotic_Herbicide,10,5,AB,Absence,Absence,Presence,Presence,June_6,NA,8.9,22.6,31.9,32.3,32.4,32.3,248.6,134.4,MO_118.jpg,roi_1,30,103,1451,18041.1317,282.532667,205.570667,0.7276,4851.28062,58059.76739,0.083557,4844.872031,0.400678,12.654764,29898.05984,6966.316509,22476.62231,4493,6.365,45.71481,0.324491,0.321057,0.354452,9513.870631,8527.261073,2105.408442,5047.727423,6614.60608,15862.01623,381.511347,6584.805162,1,N,Mar_2,118_EX2,0.8697,mg/L,22,3/2/26 15:36
119,AxHx_9,2,Antibiotic_Herbicide,13,9,AB,Absence,Absence,Presence,Presence,June_6,NA,6.8,15.6,20,23.3,23.4,32.6,85,32.5,MO_119.jpg,roi_1,15,52,613,7962.895303,274.616333,200.956333,0.731771,2032.114215,48007.41115,0.042329,1981.827578,0.321895,4.203595,14212.21081,1012.04814,7945.687232,1497,4.305,48.789659,0.283879,0.31611,0.400011,4931.036975,3031.858329,1010.751567,1517.95451,3175.453079,4770.234153,171.325865,840.722275,3,N,Mar_9,119_EX2,0.05388,mg/L,52,3/10/26 1:18
120,AxHx_10,2,Antibiotic_Herbicide,11,10,AB,Absence,Absence,Presence,Presence,June_6,June_7,11.3,24.7,28,29.9,29.9,30,163.7,116.8,MO_120.jpg,roi_1,40,77,1586,22539.83865,281.982333,204.385333,0.724816,5670.936687,55024.9231,0.103061,5487.114474,0.34666,6.880957,37443.5964,3612.141499,24065.89947,6213,6.77,46.829062,0.313114,0.316343,0.370543,13420.62986,9119.208791,2874.445787,4784.657997,9030.449239,15035.45024,504.898618,3107.242881,2,N,Mar_5,120_EX2,0.2319,mg/L,43,3/6/26 3:30
121,AxHx_11,2,Antibiotic_Herbicide,10,9,AB,Absence,Absence,Presence,Presence,June_7,June_7,12.7,28.3,28.7,31.7,32.3,32.8,190.5,74.4,MO_121.jpg,roi_1,32,92,1500,17820.02055,272.499667,206.205667,0.756719,4739.295181,54417.15192,0.087092,4454.924782,0.36345,6.163827,30301.20424,3385.137883,20050.06846,4460,6.327,45.566495,0.338194,0.310679,0.351127,10196.46053,7623.560018,2257.875346,4123.342758,7093.439827,12956.62863,408.231871,2976.906012,2,N,Mar_5,121_EX2,0.1673,mg/L,44,3/6/26 3:44
122,xDHM_1,3,Drought_Herbicide_MP,16,3,MP,Presence,Presence,Presence,Absence,June_6,June_7,2.8,14.2,27.6,29.4,29.4,29.3,195.3,121.1,MO_122.jpg,roi_1,36,105,1512,22875.89845,281.389667,206.205667,0.732812,6079.557733,57257.97778,0.106178,5798.80023,0.367923,5.273857,37751.95214,4039.542786,25911.06542,5849,6.992,45.671933,0.335547,0.307971,0.356481,12279.53939,10596.35906,2590.70927,5655.998467,8139.045845,17772.01958,451.477158,3588.065628,3,N,Mar_9,122_EX2,2.027,mg/L,53,3/10/26 1:32
123,xDHM_2,3,Drought_Herbicide_MP,10,3,MP,Presence,Presence,Presence,Absence,June_7,NA,10,24.1,33.4,33.8,33.7,33.9,243.7,167.3,MO_123.jpg,roi_1,44,103,1698,25343.49285,280.246667,206.205667,0.735801,6159.806677,55344.63573,0.111299,6124.199221,0.328133,5.156332,42357.23712,3458.086721,25689.3393,6904,7.03,45.971936,0.322201,0.325722,0.352076,15443.89089,9899.601961,3237.141197,4938.393198,10169.95676,15519.38255,560.046912,2898.03981,1,N,Mar_2,123_EX2,2.4,mg/L,23,3/2/26 15:52
124,xDHM_3,3,Drought_Herbicide_MP,14,5,MP,Presence,Presence,Presence,Absence,June_6,NA,11.8,24,25.3,26.3,26.4,30.2,179.8,71.4,MO_124.jpg,roi_1,26,65,1115,14417.34065,281.432,206.205667,0.732702,3656.607382,54454.01475,0.06715,3656.607382,0.332888,4.905555,24928.74038,1949.180223,14864.15471,3184,5.6,48.36551,0.294271,0.309026,0.396703,8641.568838,5775.771811,1843.2861,2887.02923,5791.0741,9073.080605,323.532644,1625.647579,3,N,Mar_9,124_EX2,0.9102,mg/L,54,3/10/26 1:48
125,xDHM_4,3,Drought_Herbicide_MP,4,10,MP,Presence,Presence,Presence,Absence,June_7,June_6,16.6,32.4,32.8,31.7,32.1,32,198.6,155,MO_125.jpg,roi_1,49,186,1507,26756.43042,278.638,205.147333,0.73625,6585.628406,56298.52002,0.116977,6281.18457,0.339835,8.669139,44605.58699,4732.429164,28036.96476,7268,7.281,45.422849,0.335825,0.308661,0.355514,15794.37674,10962.05368,3318.065865,5605.148854,10424.04319,17612.92156,575.162753,4157.266411,3,N,Mar_9,125_EX2,0.2684,mg/L,56,3/10/26 2:16
126,xDHM_5,3,Drought_Herbicide_MP,2,6,MP,Presence,Presence,Presence,Absence,unknown,unknown,12.1,18,25.2,28.3,28.1,29.6,190,98.4,MO_126.jpg,roi_1,18,59,717,9450.348362,277.918333,205.020333,0.7377,2436.136705,52352.70981,0.046533,2303.007939,0.352913,5.881135,16483.37261,1935.834232,10360.89829,1750,4.68,50.741609,0.25861,0.314198,0.427192,5825.115194,3625.233168,1245.01661,2052.21785,3911.466188,6449.432105,217.796974,1718.037257,2,N,Mar_5,126_EX2,0.09239,mg/L,45,3/6/26 3:59
127,xDHM_6,3,Drought_Herbicide_MP,5,9,MP,Presence,Presence,Presence,Absence,June_6,June_7,9.3,19,24.3,24.3,24.4,24.2,118.7,129.6,MO_127.jpg,roi_1,46,97,1561,24703.09998,279.654,204.385333,0.730851,6216.49832,53587.09892,0.116007,6100.661634,0.347034,7.501486,40771.10131,3975.335748,26489.29493,7044,7.797,44.58732,0.351192,0.309333,0.339475,14375.49647,10327.60351,3088.323865,5341.039433,9702.491521,16786.80341,545.692762,3429.642986,1,N,Mar_2,127_EX2,0.3467,mg/L,24,3/2/26 16:07
128,xDHM_7,3,Drought_Herbicide_MP,5,10,MP,Presence,Presence,Presence,Absence,June_7,June_7,8.9,23.1,28.6,32.1,32.5,32,158.7,75.8,MO_128.jpg,roi_1,29,73,1213,17082.36247,279.654,204.385333,0.730851,3937.338003,53355.71856,0.073794,3866.696568,0.312458,6.374225,28694.63292,2157.594131,16462.70571,4593,5.691,46.658609,0.311712,0.326427,0.361862,11344.09511,5738.267361,2329.736138,2909.412421,7319.164142,9143.541569,395.14112,1762.453011,3,N,Mar_9,128_EX2,0.7548,mg/L,57,3/10/26 2:32
129,xDHM_8,3,Drought_Herbicide_MP,8,10,MP,Presence,Presence,Presence,Absence,June_7,June_7,9.7,25.5,26,29.4,28.9,28.3,176.3,127.7,MO_129.jpg,roi_1,37,99,1698,23167.28368,280.246667,205.570667,0.733535,5793.104901,51019.14438,0.113548,5750.938319,0.331571,5.956226,38994.79108,3101.782277,23713.43077,6133,7.3,43.46086,0.362006,0.32017,0.317823,13739.82272,9427.460961,2970.490394,4576.638455,9332.177605,14381.25316,526.394751,2575.387526,3,N,Mar_9,129_EX2,0.9159,mg/L,58,3/10/26 2:48
130,xDHM_9,3,Drought_Herbicide_MP,17,5,MP,Presence,Presence,Presence,Absence,June_7,NA,8.9,18.3,20.9,21.4,21.1,27.1,122.3,75.5,MO_130.jpg,roi_3,15,86,840,12377.35274,281.94,205.74,0.72973,3155.000858,56197.53187,0.056141,2977.519135,0.357351,4.442379,20818.52007,2115.646501,13634.42008,3476,5.427,46.683756,0.323137,0.304881,0.371982,6989.377983,5387.974761,1447.363264,2891.722202,4547.171699,9087.248379,248.525661,1867.12084,2,N,Mar_5,130_EX2,0.12,mg/L,46,3/6/26 4:12
131,xDHM_10,3,Drought_Herbicide_MP,18,4,MP,Presence,Presence,Presence,Absence,June_6,June_8,11.8,25.1,24.9,28.5,28.9,30,165.5,91.9,MO_131.jpg,roi_3,39,129,1458,21288.98476,281.94,205.74,0.72973,4957.602988,57298.85404,0.086522,4957.602988,0.320214,7.004855,35721.15127,2601.417681,20981.64589,6434,7.193,46.379756,0.321143,0.315921,0.362936,13309.45436,7979.530401,2793.408257,3883.621211,8776.188007,12205.45789,483.494625,2117.923056,3,N,Mar_9,131-EX2,0.5007,mg/L,59,3/10/26 3:04
132,xDHM_11,3,Drought_Herbicide_MP,9,8,MP,Presence,Presence,Presence,Absence,June_7,June_7,9.5,22,26.3,29,28.8,29,145.3,87,MO_132.jpg,roi_3,37,86,1455,19740.27977,281.982333,208.068333,0.737877,4834.386389,58494.54251,0.082647,4699.721783,0.339696,4.243481,34427.25275,3315.391636,20589.25004,4782,6.694,48.079372,0.303524,0.306522,0.389954,12935.97323,6804.306543,2725.449505,3827.508534,8562.356038,12026.89401,472.077022,2843.314615,2,N,Mar_5,132_EX2,0.9236,mg/L ,47,3/6/26 4:28
133,ADxM_1,3,Antibiotic_Drought_MP,17,7,AB+MP,Presence,Presence,Absence,Presence,June_7,June_10,13.5,15.1,16.6,19.2,19.1,21.5,55.2,61.3,MO_133.jpg,roi_3,8,38,514,4918.94801,252.814667,180.086,0.712324,1510.410958,33722.79008,0.044789,1482.724633,0.431395,4.338702,8403.183527,1429.837422,6614.880179,916,3.553,43.879719,0.340675,0.344374,0.31495,2529.202185,2389.745825,543.87801,1561.470275,1708.64316,4906.237019,96.697698,1333.139724,3,N,Mar_9,133_EX2,-0.1024,mg/L,60,3/10/26 3:20
134,ADxM_2,3,Antibiotic_Drought_MP,14,6,AB+MP,Presence,Presence,Absence,Presence,June_7,June_7,11.4,20.9,22.9,27.7,27.5,30.4,165.4,57.1,MO_134.jpg,roi_3,29,80,1125,14925.71831,279.654,205.74,0.735695,3616.919289,55661.11986,0.064981,3448.586293,0.305017,4.096502,26887.7465,1524.201262,14102.68189,3069,5.945,48.678879,0.28942,0.306533,0.404046,9734.290078,5191.428233,2049.84867,2438.479389,6439.940358,7662.741527,356.914385,1167.286876,3,N,Mar_9,134_EX2,0.1822,mg/L,61,3/10/26 3:32
135,ADxM_3,3,Antibiotic_Drought_MP,9,6,AB+MP,Presence,Presence,Absence,Presence,June_6,June_9,3,6.3,11.8,19.8,19.7,20.5,37.2,16.8,MO_135.jpg,roi_3,8,32,276,4056.880878,270.721667,193.421,0.714464,1044.865294,40941.07224,0.025521,894.872762,0.322956,4.064882,7362.928883,505.360908,4050.824555,708,3.566,47.533595,0.291531,0.337177,0.371292,2529.387646,1527.493232,524.947521,764.397565,1649.234068,2401.590487,89.940281,415.420627,2,N,Mar_5,135_EX2,0.3009,mg/L,48,3/6/26 4:44
136,ADxM_4,3,Antibiotic_Drought_MP,2,10,AB+MP,Presence,Presence,Absence,Presence,June_7,NA,13.5,24.8,26.6,28.8,28.9,30.2,195.9,86.4,MO_136.jpg,roi_3,27,58,1095,13710.85488,279.654,203.454,0.72752,3331.69943,48959.35817,0.06805,2981.270023,0.331324,5.864045,23875.66216,2461.102948,14059.66073,3164,5.523,47.691237,0.300599,0.320924,0.378477,9196.517894,4514.336988,1922.745792,2551.768796,6040.598109,8019.062621,331.316435,2129.786512,1,N,Mar_2,136_EX2,0.02244,mg/L,25,3/2/26 16:23
137,ADxM_5,3,Antibiotic_Drought_MP,13,2,AB+MP,Presence,Presence,Absence,Presence,June_7,NA,13.2,24.9,31.4,32.6,32.1,32,132.1,168.5,MO_137.jpg,roi_3,50,97,1780,27789.13559,281.982333,206.883,0.733674,7168.306452,58316.65756,0.12292,6958.453825,0.364717,6.984359,45232.46488,5197.858172,31261.96497,8364,8.259,47.1576,0.311188,0.316286,0.372526,15158.6155,12630.5201,3290.432831,6657.654647,10337.77514,20924.18983,586.284071,4611.574101,2,N,Mar_5,137_EX2,1.232,mg/L,49,3/6/26 4:57
138,ADxM_6,3,Antibiotic_Drought_MP,14,7,AB+MP,Presence,Presence,Absence,Presence,June_7,June_8,13.6,26,26.2,27.3,27.3,31.7,187.9,105.8,MO_138.jpg,roi_3,43,82,1568,23113.72024,281.982333,206.883,0.733674,6194.012702,58316.65756,0.106213,6110.272726,0.370859,5.628901,38122.51443,3700.954205,26448.27642,6831,7.734,46.466272,0.32177,0.313862,0.364368,11443.09021,11670.63003,2552.459097,5864.358491,8019.115336,18429.16108,466.395425,3234.55878,2,Y,Mar_5,138_EX2,17.15,mg/L,50,3/6/26 5:15
139,ADxM_7,3,Antibiotic_Drought_MP,13,8,AB+MP,Presence,Presence,Absence,Presence,June_7,June_7,15.7,30.4,35.1,34.5,36.1,35,296.4,122.8,MO_139.jpg,roi_3,39,106,1754,24930.79941,280.119667,206.290333,0.736436,5779.212456,55555.28047,0.104026,5584.132201,0.322172,5.363485,40939.39519,3791.640316,24799.32065,7936,6.916,48.234108,0.303082,0.298004,0.398915,16681.24098,8249.558424,3471.485207,4420.32462,10906.28249,13893.03816,592.873439,3198.766876,3,N,Mar_9,139_EX2,0.2793,mg/L,62,3/10/26 3:48
